order_id,weight,product_type,origin_port,customer_id,service_level
83,0.9219999999999999,2,2,1873,DTD
84,2.01,7,0,1051,DTD
85,10.057,8,0,1631,DTD
86,1.9000000000000001,8,10,1628,DTP
87,1.122,6,8,119,DTD
88,1.6340000000000001,6,10,100,DTD
89,8.467,6,6,1603,DTD
90,4.167,9,5,1101,DTD
91,0.347,5,9,1170,DTD
92,0.908,3,1,740,DTD
93,1.131,2,4,1469,DTD
94,8.753,4,7,1277,DTD
95,4.391,8,1,1568,CRF
96,1.2140000000000002,7,10,112,DTD
97,2.35,0,8,30,DTP
98,2.275,4,4,1445,DTP
99,0.41900000000000004,3,6,1160,DTD
100,6.635999999999999,3,10,107,CRF
101,11.282,4,9,652,DTP
102,1.078,6,9,1986,CRF
103,4.351,6,5,187,DTD
104,2.879,3,8,617,CRF
105,2.448,2,2,1950,DTP
106,6.056,9,6,1149,DTD
107,8.100999999999999,4,0,1414,DTD
108,1.151,3,2,479,DTD
109,2.8890000000000002,4,6,1606,DTD
110,8.221,8,6,1639,DTD
111,10.932,8,1,243,DTP
112,1.3390000000000002,7,0,1672,DTD
113,5.9559999999999995,5,7,1263,DTD
114,12.279,5,8,364,DTD
115,10.520999999999999,3,7,1295,DTD
116,4.782,7,2,310,DTD
117,12.526,5,5,593,DTD
118,0.196,9,0,1746,DTD
119,8.248999999999999,7,4,381,DTP
120,18.941000000000003,1,8,393,DTD
121,10.933,4,1,125,DTP
122,10.392999999999999,6,10,545,DTD
123,1.077,9,8,1011,DTP
124,8.607,4,0,720,DTP
125,0.575,6,7,1325,DTP
126,0.787,3,4,836,DTD
127,13.029,8,7,187,DTP
128,3.221,8,6,1141,DTD
129,2.947,3,7,615,DTD
130,0.257,6,6,1993,DTD
131,4.289,2,3,304,DTP
132,7.111999999999999,6,1,1849,DTP
133,4.076,2,5,1271,DTD
134,3.297,7,4,963,CRF
135,1.02,4,2,1289,DTP
136,1.235,4,5,1115,DTD
137,2.9130000000000003,9,0,238,CRF
138,4.459,6,1,100,DTD
139,1.034,0,0,1908,DTD
140,5.978999999999999,0,7,1284,DTD
141,17.993000000000002,6,9,1018,CRF
142,0.695,8,2,124,CRF
143,0.702,4,2,188,DTD
144,7.896,7,3,1085,DTP
145,7.085999999999999,6,1,95,DTD
146,0.581,6,0,632,DTD
147,2.9330000000000003,1,9,298,DTP
148,7.449,2,10,1098,DTP
149,0.497,3,1,1019,DTP
150,2.519,0,0,252,DTD
151,1.836,3,10,1645,CRF
152,5.156,6,6,396,DTD
153,11.905,4,8,1651,DTD
154,2.65,3,10,1563,DTD
155,6.013999999999999,1,4,1357,DTD
156,0.247,3,7,773,CRF
157,0.44799999999999995,1,3,371,CRF
158,13.926,9,10,1154,DTD
159,0.512,3,3,1673,DTP
160,10.245,3,7,196,DTD
161,2.701,1,10,1659,DTD
162,3.753,1,10,1128,DTP
163,14.794,8,10,929,DTP
164,1.215,6,3,1018,CRF
165,2.194,1,0,1416,DTD
166,11.931,2,0,1925,DTD
167,0.478,2,6,1392,DTD
168,5.521,3,10,1169,DTD
169,0.558,1,10,940,DTP
170,1.211,9,3,1383,CRF
171,7.343999999999999,3,8,963,DTD
172,7.909,3,5,1524,DTD
173,0.7939999999999999,2,7,173,DTD
174,0.823,3,1,1607,DTD
175,2.356,5,3,788,DTD
176,2.157,9,2,373,DTP
177,4.011,1,8,651,CRF
178,1.459,9,9,294,DTD
179,3.753,2,9,1123,DTD
180,4.326,1,7,1874,DTD
181,3.785,6,4,3,DTD
182,0.45899999999999996,4,2,1719,DTD
183,11.573,5,1,1823,DTD
184,9.78,3,6,1326,DTD
185,3.06,4,10,1014,DTD
186,4.561,7,7,469,DTP
187,7.824,0,5,1850,DTD
188,3.653,9,5,879,DTP
189,1.48,8,1,1018,DTD
190,6.274,9,1,124,DTD
191,23.215,1,0,463,CRF
192,2.1750000000000003,7,6,1201,DTP
193,6.298,3,4,520,DTP
194,2.106,5,5,1175,DTD
195,1.8840000000000001,7,0,1959,DTD
196,1.7220000000000002,0,10,220,DTD
197,12.072,6,9,1918,CRF
198,1.806,8,8,977,DTD
199,8.523,6,8,1188,DTP
200,0.718,7,8,929,DTD
201,18.066000000000003,2,3,1596,DTD
202,1.405,3,1,710,DTP
203,4.295,3,2,1443,DTD
204,2.3400000000000003,3,5,542,DTD
205,2.781,5,1,1459,DTD
206,0.183,6,4,1366,DTD
207,5.537999999999999,9,4,418,DTD
208,7.446,3,9,416,DTD
209,3.263,8,1,244,DTD
210,4.364999999999999,5,5,1611,DTP
211,14.607999999999999,1,7,1814,DTD
212,5.649,1,3,299,DTP
213,2.732,4,6,70,DTP
214,12.103,2,2,1472,DTD
215,8.644,2,10,803,DTD
216,4.848,6,0,1060,DTP
217,0.912,2,7,644,DTD
218,4.667999999999999,7,0,116,DTP
219,2.1310000000000002,6,10,651,DTD
220,4.931,9,10,860,DTD
221,10.712,0,2,401,DTD
222,3.931,9,7,118,DTD
223,7.398,5,7,512,DTD
224,0.20900000000000002,3,0,414,DTD
225,3.2560000000000002,8,0,844,DTD
226,1.219,6,8,1131,DTP
227,5.984999999999999,3,4,1382,DTD
228,2.084,3,6,124,DTD
229,14.5,7,1,1049,DTD
230,3.495,0,1,1043,DTP
231,10.254999999999999,3,6,1309,DTD
232,3.803,2,5,181,DTD
233,0.48,4,0,433,DTD
234,7.327999999999999,8,3,568,DTD
235,8.921,2,2,183,DTD
236,6.947,1,4,1233,DTD
237,5.423,1,0,954,DTP
238,2.255,4,9,818,DTD
239,0.63,8,0,906,DTD
240,4.468,2,6,1943,DTD
241,2.757,5,8,1304,DTP
242,2.105,3,0,1486,DTD
243,0.899,2,8,275,DTD
244,0.325,7,0,921,DTP
245,0.7969999999999999,6,7,1148,DTP
246,2.234,6,6,63,DTP
247,1.5410000000000001,8,6,1879,DTD
248,8.577,3,5,1209,DTP
249,5.241,3,4,1941,DTP
250,3.209,9,7,202,DTD
251,0.20600000000000002,6,9,838,DTD
252,1.4000000000000001,4,4,1643,DTD
253,4.992,3,6,1595,DTP
254,7.420999999999999,6,0,1305,DTD
255,5.21,6,6,1581,DTD
256,10.458,8,3,397,DTD
257,0.5,0,8,1791,DTP
258,5.843999999999999,1,0,1248,DTD
259,1.578,8,5,127,DTP
260,7.175,7,1,48,DTP
261,0.353,4,6,1722,CRF
262,3.98,3,1,472,DTD
263,6.856,4,8,113,DTP
264,2.145,0,9,582,DTD
265,4.393999999999999,4,5,1348,DTD
266,3.338,1,7,1421,DTD
267,5.332999999999999,2,0,1179,DTD
268,2.432,2,6,1755,DTP
269,13.889999999999999,1,2,1455,DTD
270,0.97,6,2,772,DTP
271,5.5,5,6,373,DTD
272,5.968999999999999,4,7,1643,CRF
273,2.378,1,2,430,DTD
274,1.9020000000000001,5,4,1575,CRF
275,1.048,0,8,766,DTD
276,3.003,2,6,923,DTP
277,2.583,8,7,84,DTD
278,3.609,9,3,1308,DTD
279,1.989,0,5,1701,DTD
280,0.133,6,3,568,DTD
281,0.8029999999999999,8,9,926,DTP
282,3.811,3,1,1742,CRF
283,0.20800000000000002,5,6,1386,DTP
284,18.015,2,7,1233,DTD
285,7.784,3,10,767,DTD
286,2.289,5,9,1014,DTD
287,9.451,3,1,1079,DTD
288,20.007,0,10,655,DTD
289,2.319,8,8,601,DTD
290,0.254,8,10,1895,DTD
291,6.252999999999999,8,4,191,DTP
292,7.396999999999999,2,5,1404,DTD
293,2.605,7,7,1196,DTP
294,0.45699999999999996,7,8,1481,DTD
295,1.524,5,5,354,DTD
296,0.117,8,5,176,DTD
297,0.391,5,4,482,DTD
298,1.06,3,9,578,DTD
299,0.101,1,1,1888,DTP
300,3.416,6,2,533,DTP
301,2.98,4,8,40,DTD
302,2.8930000000000002,0,7,359,DTD
303,2.697,5,1,1632,DTD
304,3.511,8,5,1161,DTP
305,6.042,6,2,1144,DTD
306,1.032,0,5,389,DTD
307,3.384,2,6,1564,DTD
308,0.247,2,3,285,DTD
309,5.505,2,6,568,DTP
310,0.865,0,1,613,DTD
311,21.875,2,8,1146,DTP
312,3.8320000000000003,6,4,1723,DTP
313,3.434,9,1,457,DTD
314,6.028,0,10,1515,DTD
315,3.283,0,0,1029,DTP
316,2.5340000000000003,5,6,1315,DTD
317,0.544,5,5,713,DTD
318,4.091,6,8,1354,DTP
319,4.178999999999999,8,10,1392,DTP
320,0.7,8,9,1717,CRF
321,2.33,2,3,1645,DTD
322,4.702999999999999,6,10,955,DTD
323,36.963,9,6,294,DTP
324,4.622999999999999,8,2,369,DTD
325,5.609999999999999,1,7,1980,CRF
326,0.276,3,5,638,DTD
327,1.435,5,10,34,CRF
328,10.795,4,7,47,DTD
329,5.452,5,0,1301,DTP
330,7.346,2,3,1566,DTP
331,1.6320000000000001,3,6,124,DTD
332,4.710999999999999,9,9,1584,CRF
333,0.42400000000000004,5,1,1710,DTP
334,4.1419999999999995,0,1,1136,DTD
335,6.667,5,1,256,DTD
336,0.655,2,5,1326,DTD
337,4.247999999999999,5,8,431,DTP
338,3.785,8,0,1751,DTP
339,1.1400000000000001,9,7,1967,DTD
340,1.054,9,2,398,CRF
341,4.385,8,2,180,DTD
342,1.1700000000000002,4,3,402,CRF
343,4.007,4,8,854,DTD
344,0.973,8,6,1260,DTD
345,1.234,8,6,1693,DTD
346,5.721,9,6,595,DTP
347,5.851,2,0,244,DTD
348,4.6,0,10,1874,DTD
349,7.93,2,1,132,DTD
350,3.084,8,0,664,CRF
351,2.826,5,9,878,DTD
352,3.043,1,7,1084,DTP
353,8.376999999999999,3,3,207,DTP
354,2.248,8,4,1666,DTD
355,6.284999999999999,6,7,426,DTD
356,4.162999999999999,0,10,1088,DTD
357,2.443,2,3,92,DTD
358,6.431,8,5,1610,CRF
359,0.28500000000000003,8,5,1106,DTP
360,4.213,2,9,1081,DTP
361,19.794,6,3,1064,DTD
362,5.295,5,9,1613,DTD
363,1.7730000000000001,7,4,1146,DTD
364,3.227,6,5,1387,CRF
365,14.365,9,5,1038,DTD
366,7.975,4,0,1373,DTP
367,5.483,8,3,1265,DTD
368,2.192,6,9,1945,DTD
369,2.376,7,5,1833,DTD
370,1.2220000000000002,6,6,413,DTD
371,14.116,2,0,316,CRF
372,5.367,1,2,110,DTP
373,0.136,3,7,1241,DTD
374,0.179,9,5,1257,DTD
375,3.814,4,0,888,DTD
376,6.609,5,6,1981,DTD
377,7.4559999999999995,3,2,145,DTP
378,9.142,9,4,204,DTP
379,0.554,4,7,1724,CRF
380,10.565,3,6,665,DTP
381,10.472,7,9,1888,CRF
382,0.256,8,9,1418,DTD
383,4.380999999999999,0,6,1968,DTD
384,1.041,9,4,606,DTD
385,0.707,5,6,937,DTD
386,6.169,0,4,1174,DTD
387,2.172,9,3,993,DTD
388,2.791,0,4,705,DTD
389,2.452,0,6,681,DTD
390,6.467,9,2,1596,DTD
391,0.9229999999999999,9,2,1870,DTP
392,1.3920000000000001,9,4,387,DTP
393,24.992,1,4,960,DTD
394,13.022,9,3,653,DTP
395,6.284,5,2,740,DTP
396,5.0169999999999995,6,2,1423,DTP
397,3.556,6,1,864,DTD
398,13.347,4,4,1399,DTP
399,0.33699999999999997,0,2,464,DTP
400,0.311,3,9,482,DTP
401,1.49,0,0,1120,DTP
402,7.287,7,8,1949,DTD
403,0.557,9,7,644,CRF
404,11.49,2,9,1146,DTD
405,17.585,8,0,1760,DTD
406,11.402,7,4,330,DTD
407,8.636,6,0,1098,DTP
408,7.024,4,3,391,DTP
409,3.919,4,3,636,DTD
410,5.6739999999999995,5,0,1893,DTP
411,2.062,0,7,327,DTP
412,22.643,0,9,5,DTD
413,14.826,3,10,1281,CRF
414,2.309,6,10,267,DTD
415,11.783999999999999,0,4,530,DTP
416,8.857,8,7,562,DTD
417,0.234,8,1,8,DTP
418,2.597,9,3,1445,DTD
419,24.553,1,5,481,DTP
420,4.928999999999999,3,4,1421,CRF
421,13.934,0,6,91,DTD
422,8.221,5,0,1730,DTD
423,1.6720000000000002,5,0,1305,DTP
424,2.879,2,2,1186,DTD
425,7.444999999999999,0,8,1752,DTD
426,1.985,0,1,584,DTD
427,1.1520000000000001,6,8,946,DTD
428,13.834,9,0,384,DTD
429,4.944,7,6,1028,DTP
430,0.962,1,2,1933,DTD
431,4.5409999999999995,5,3,946,DTP
432,0.115,2,3,587,DTD
433,3.369,9,8,354,DTP
434,9.379999999999999,9,0,1768,DTD
435,0.28,1,4,383,DTP
436,1.055,7,4,768,DTD
437,7.824999999999999,2,6,1965,DTP
438,2.043,5,4,741,DTD
439,0.716,2,7,374,CRF
440,0.551,3,8,946,DTD
441,1.713,0,10,897,CRF
442,0.834,8,0,712,CRF
443,0.551,8,3,1042,DTD
444,19.553,4,1,457,DTP
445,3.359,9,1,732,DTD
446,10.299,5,4,1574,DTD
447,0.184,6,1,1092,DTP
448,1.818,0,7,981,DTD
449,6.524,2,8,798,DTD
450,4.851999999999999,4,3,902,DTD
451,6.731999999999999,6,1,400,CRF
452,1.9020000000000001,1,0,1481,DTD
453,9.541,0,4,1804,DTD
454,20.903000000000002,9,10,1150,CRF
455,2.3160000000000003,7,6,171,DTD
456,0.308,9,0,334,DTD
457,0.512,8,0,1120,DTP
458,4.646999999999999,7,2,1602,DTD
459,9.985999999999999,5,4,860,DTD
460,3.984,0,9,1966,DTD
461,7.625,9,1,1256,DTD
462,10.87,9,3,1614,DTD
463,14.886,4,5,162,DTP
464,6.005999999999999,2,5,1296,DTD
465,2.331,7,4,1509,DTD
466,5.734,5,9,514,DTP
467,3.9010000000000002,8,10,1377,DTP
468,2.902,5,10,1142,DTD
469,7.513999999999999,6,6,1163,DTD
470,3.407,5,8,895,DTD
471,5.326,2,10,1012,DTD
472,2.607,5,1,1756,DTP
473,0.249,4,8,1970,DTD
474,11.597999999999999,6,1,95,DTD
475,0.739,7,2,78,CRF
476,13.209999999999999,0,8,1313,DTP
477,4.803,5,2,1674,DTD
478,0.21200000000000002,4,2,1229,DTP
479,0.10800000000000001,8,5,1719,DTD
480,2.817,2,7,998,CRF
481,4.228999999999999,3,7,401,DTD
482,0.608,6,8,812,DTD
483,10.788,0,2,331,DTD
484,21.564,8,3,1592,DTD
485,3.198,6,1,1542,CRF
486,0.508,9,1,1740,CRF
487,1.05,5,2,832,DTD
488,3.678,1,1,58,DTP
489,9.773,8,8,1828,DTP
490,2.227,9,0,1921,DTD
491,3.382,6,0,72,DTD
492,6.638999999999999,0,8,1603,DTD
493,9.323,2,1,335,DTD
494,5.412999999999999,2,2,80,DTP
495,2.354,0,7,1834,DTP
496,0.737,5,4,1313,DTD
497,0.44699999999999995,8,5,660,DTP
498,2.4250000000000003,7,3,225,DTD
499,3.6310000000000002,2,3,1396,DTD
500,0.604,3,4,308,DTP
501,15.267999999999999,5,4,900,DTD
502,6.093,3,1,165,DTD
503,6.095,0,8,708,CRF
504,3.899,8,6,57,DTP
505,12.107999999999999,5,5,1694,DTD
506,7.747,2,2,439,DTD
507,1.365,0,6,1015,DTP
508,9.817,1,10,886,DTP
509,11.549,9,6,1099,DTP
510,1.254,2,0,5,DTD
511,1.207,7,3,1073,DTD
512,2.016,2,9,1662,CRF
513,1.705,4,3,626,DTP
514,0.592,3,8,245,DTP
515,1.59,8,7,1679,DTD
516,1.514,2,9,493,DTD
517,3.524,6,3,1631,CRF
518,3.063,4,8,529,DTD
519,5.941999999999999,4,8,105,DTD
520,2.1350000000000002,5,1,696,DTD
521,6.247999999999999,7,8,1578,DTD
522,3.6670000000000003,9,3,92,DTD
523,5.4879999999999995,6,9,1650,DTP
524,0.697,7,9,1044,DTD
525,6.321,3,4,1634,CRF
526,4.015,1,2,1315,DTP
527,2.62,0,0,965,DTP
528,11.917,9,1,0,DTD
529,4.539,4,6,1793,DTP
530,21.515,1,3,1973,DTD
531,4.14,0,7,299,DTD
532,2.8320000000000003,7,7,1726,DTD
533,0.131,9,8,289,DTD
534,19.67,0,6,656,DTD
535,1.3290000000000002,1,8,1494,DTD
536,6.56,2,0,144,DTP
537,5.832,2,4,200,DTP
538,0.139,4,2,1327,DTD
539,0.978,7,5,1870,DTD
540,8.725,6,7,24,DTP
541,3.42,9,8,1217,CRF
542,0.268,1,6,553,DTP
543,0.638,4,6,94,DTD
544,2.186,7,5,1096,DTP
545,1.907,7,4,813,DTD
546,3.115,8,10,1334,DTD
547,1.076,7,9,1956,DTD
548,1.721,2,8,370,DTD
549,0.28500000000000003,9,6,602,DTD
550,2.5460000000000003,9,9,1780,CRF
551,3.243,1,0,1705,DTD
552,2.75,8,4,1600,DTP
553,7.103,6,3,1225,CRF
554,0.28400000000000003,3,8,1179,DTD
555,10.513,1,5,596,DTP
556,0.967,9,1,1600,DTP
557,0.182,1,9,1305,DTP
558,3.8890000000000002,5,8,718,DTD
559,1.5870000000000002,2,4,899,DTD
560,6.324,9,10,1781,DTD
561,0.618,5,2,962,DTD
562,4.215999999999999,5,9,1675,DTD
563,1.7120000000000002,1,2,1386,DTP
564,1.6860000000000002,1,6,853,DTD
565,3.0900000000000003,5,4,112,DTP
566,1.3070000000000002,0,10,426,DTD
567,1.077,6,10,1770,DTP
568,1.5990000000000002,1,1,721,DTP
569,13.11,4,4,292,DTD
570,0.938,2,4,1020,DTD
571,15.923,5,0,1298,DTP
572,4.021,2,10,1853,DTP
573,0.6669999999999999,0,2,1187,CRF
574,4.231999999999999,1,8,1133,DTD
575,3.7720000000000002,9,4,1883,DTD
576,11.873999999999999,9,9,621,CRF
577,6.044,4,8,944,DTD
578,4.572,9,1,1262,DTD
579,5.766,2,3,1128,DTD
580,1.2220000000000002,6,2,447,DTD
581,1.921,7,1,1797,CRF
582,6.478,0,6,291,DTD
583,4.7909999999999995,9,2,1189,DTD
584,1.3350000000000002,9,2,400,DTP
585,2.407,9,7,1788,DTP
586,8.456,7,4,496,DTD
587,28.451,6,1,1835,DTP
588,0.7909999999999999,8,5,1669,DTD
589,10.952,5,0,1752,DTD
590,1.092,8,6,19,CRF
591,2.346,7,1,1433,DTP
592,1.865,2,8,992,DTD
593,0.953,3,4,254,DTP
594,0.555,9,2,1101,DTD
595,0.181,0,10,987,DTD
596,0.483,0,10,660,DTD
597,1.3250000000000002,7,10,779,DTD
598,1.923,7,8,1298,DTP
599,3.614,9,7,821,DTP
600,6.951,1,5,741,DTD
601,1.8470000000000002,5,8,879,DTD
602,4.962,6,9,225,DTD
603,20.088,9,2,102,DTD
604,1.877,3,1,1374,DTD
605,9.391,1,5,947,DTD
606,6.22,6,1,50,DTP
607,8.225,0,7,592,DTP
608,1.488,0,7,1128,DTD
609,3.6350000000000002,7,7,1998,DTP
610,1.582,8,1,1558,DTD
611,3.446,4,3,1999,DTP
612,4.710999999999999,9,4,20,DTP
613,4.93,9,3,1588,DTD
614,24.207,3,5,1975,DTD
615,3.89,3,7,887,DTD
616,2.15,8,8,1461,DTP
617,8.629,4,7,344,DTD
618,1.8430000000000002,3,6,1637,DTD
619,1.6760000000000002,5,7,1898,DTD
620,2.196,5,6,914,CRF
621,0.523,1,10,1261,DTD
622,0.243,6,1,1557,DTP
623,10.491,2,7,322,DTD
624,8.744,4,4,1190,DTP
625,8.451,8,5,1644,DTP
626,1.5610000000000002,1,10,1308,DTD
627,2.63,7,8,1254,DTD
628,1.649,7,6,428,DTP
629,2.529,8,4,1542,DTD
630,3.604,5,0,918,CRF
631,0.843,6,8,113,DTD
632,0.734,4,6,1631,CRF
633,0.503,5,9,580,DTD
634,5.18,0,9,1243,DTP
635,1.631,8,8,1709,DTD
636,3.722,3,7,306,DTP
637,0.603,7,4,1272,CRF
638,19.081000000000003,1,10,1776,DTD
639,0.964,5,4,1442,CRF
640,4.185,3,6,702,DTD
641,4.348,1,10,1103,DTD
642,5.125,7,7,111,DTP
643,7.688,5,10,738,DTP
644,4.051,9,9,527,DTD
645,6.303,9,9,1286,DTD
646,13.020999999999999,4,4,1056,DTP
647,1.135,4,10,1602,DTD
648,3.5420000000000003,7,3,774,DTD
649,9.756,1,4,1078,DTD
650,1.5650000000000002,9,7,1398,DTD
651,1.766,6,6,1375,DTP
652,8.788,3,0,549,DTD
653,9.044,0,6,1266,DTP
654,3.553,6,6,146,DTD
655,5.0249999999999995,7,10,1682,DTD
656,1.0090000000000001,6,6,1849,CRF
657,0.909,8,9,977,DTP
658,0.7909999999999999,3,5,45,DTP
659,4.228999999999999,7,5,1528,CRF
660,7.9639999999999995,4,2,774,DTP
661,7.787999999999999,5,10,1219,DTD
662,0.15000000000000002,9,9,172,DTP
663,9.225999999999999,9,6,446,DTD
664,0.843,5,3,1863,DTP
665,13.886,0,4,723,DTP
666,8.195,8,3,1287,DTP
667,8.924999999999999,2,0,1943,DTD
668,12.857,4,10,1451,DTP
669,1.102,9,9,287,DTD
670,5.8069999999999995,2,9,56,DTD
671,2.7800000000000002,5,2,303,DTP
672,14.86,3,7,1370,DTD
673,17.32,5,9,1363,DTD
674,1.364,3,10,961,DTP
675,14.782,7,9,1975,DTP
676,5.225,5,4,1782,CRF
677,3.302,0,6,1560,DTP
678,2.9450000000000003,7,0,35,DTD
679,2.9170000000000003,2,10,99,DTP
680,0.46599999999999997,9,9,660,DTD
681,0.31,9,9,271,DTP
682,5.194999999999999,4,4,248,DTD
683,11.309,0,3,1762,DTP
684,1.34,0,5,489,DTD
685,0.45599999999999996,3,10,1260,DTD
686,5.342,4,1,242,DTD
687,2.658,9,9,1262,DTD
688,13.604,7,0,1230,DTD
689,1.862,4,10,1801,DTD
690,1.943,7,9,1757,DTD
691,4.6129999999999995,1,0,1457,DTD
692,0.222,0,2,1652,DTD
693,3.911,1,5,1117,DTP
694,3.085,8,0,621,DTD
695,0.44000000000000006,5,5,626,DTD
696,10.036999999999999,4,4,994,DTD
697,2.692,2,8,372,DTD
698,7.193,6,2,602,DTD
699,7.454,9,10,594,DTD
700,3.1630000000000003,6,6,212,DTD
701,4.382,4,5,194,DTD
702,2.092,6,6,1767,DTP
703,5.106999999999999,9,5,1222,DTD
704,10.584999999999999,7,4,1549,DTD
705,9.408,2,7,318,DTD
706,11.952,6,1,1311,DTD
707,1.219,9,2,1143,DTD
708,4.223,3,6,1600,DTD
709,25.630000000000003,5,9,786,DTD
710,18.671000000000003,6,8,169,DTD
711,4.978999999999999,4,7,1930,DTD
712,3.303,4,4,762,DTD
713,5.199999999999999,3,8,872,DTD
714,2.886,2,1,737,DTP
715,1.8940000000000001,2,3,73,DTD
716,4.399,6,0,1490,DTD
717,1.449,3,5,355,DTP
718,2.857,7,0,1941,DTD
719,11.206999999999999,1,6,450,DTD
720,3.797,9,8,547,CRF
721,2.039,8,1,488,DTD
722,1.3940000000000001,6,7,521,DTD
723,3.822,4,3,36,DTD
724,6.702999999999999,5,2,1983,DTD
725,9.629,7,4,1902,DTP
726,0.781,2,8,1567,DTD
727,1.5550000000000002,3,6,1692,DTP
728,1.006,6,0,215,CRF
729,3.265,3,4,1326,DTD
730,3.504,8,8,1572,CRF
731,9.995,8,0,1419,DTP
732,1.016,0,7,1708,DTD
733,4.258,0,5,1673,DTD
734,1.7750000000000001,5,5,767,DTD
735,1.81,6,3,1299,DTD
736,0.959,4,6,31,DTD
737,3.919,3,7,749,DTP
738,1.211,9,0,801,DTD
739,3.517,7,5,107,DTD
740,4.032,2,7,1209,DTP
741,3.374,7,0,531,DTD
742,6.345,5,1,1565,DTD
743,3.0500000000000003,7,6,577,DTD
744,5.614999999999999,8,9,72,CRF
745,10.77,5,9,1712,DTP
746,2.686,8,0,1596,DTD
747,5.552,0,8,1532,DTP
748,2.649,1,9,232,DTD
749,9.262,6,10,1177,DTD
750,8.147,8,0,1944,CRF
751,0.6659999999999999,7,10,1797,DTP
752,3.302,8,10,1433,DTD
753,2.076,9,3,1450,DTD
754,8.748999999999999,2,9,1879,DTD
755,0.784,2,8,1862,DTD
756,10.046999999999999,9,6,1887,DTP
757,0.46099999999999997,1,2,1252,DTD
758,10.092,2,0,206,DTD
759,0.356,1,9,1784,DTD
760,0.43400000000000005,8,9,1656,DTD
761,1.318,3,6,162,DTD
762,3.107,5,8,1931,DTD
763,5.263,8,9,390,DTP
764,8.164,2,7,910,DTD
765,1.0150000000000001,0,9,607,DTP
766,14.95,4,1,992,CRF
767,2.654,3,10,1479,CRF
768,1.491,0,0,144,DTD
769,1.544,6,7,845,DTD
770,5.343999999999999,5,8,1694,DTD
771,2.511,2,3,547,DTD
772,3.13,0,6,959,DTP
773,18.624000000000002,3,10,962,DTD
774,4.225,3,8,899,DTP
775,10.133,6,6,1309,DTD
776,11.041,1,4,474,DTD
777,0.939,1,2,1929,DTP
778,9.997,0,1,827,DTD
779,16.288,5,7,1782,CRF
780,2.002,1,0,796,DTP
781,14.532,0,2,1793,DTP
782,0.258,5,1,63,DTD
783,3.136,5,4,78,DTD
784,2.3200000000000003,6,7,1574,DTD
